,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1996,2017,1262008,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1997,2018,1308966,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1998,2019,1355982,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1999,2020,1402985,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2000,2016,1315790,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2001,2017,1317384,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2002,2018,1321977,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2003,2019,1326898,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2004,2020,1331057,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2005,2016,1113994,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2006,2017,1124808,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2007,2018,1136274,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2008,2019,1148133,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2009,2020,1160164,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2010,2016,103603461,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2011,2017,106399926,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2012,2018,109224410,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2013,2019,112078727,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2014,2020,114963583,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2015,2016,48173,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2016,2017,48326,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2017,2018,48497,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2018,2019,48677,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2019,2020,48865,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2020,2016,872406,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2021,2017,877460,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2022,2018,883490,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2023,2019,889955,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2024,2020,896444,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2025,2016,5495303,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2026,2017,5508214,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2027,2018,5515525,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2028,2019,5521606,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2029,2020,5530719,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2030,2016,66724104,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2031,2017,66918020,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2032,2018,67101930,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2033,2019,67248926,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2034,2020,67391582,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2035,2016,274576,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2036,2017,276108,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2037,2018,277673,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2038,2019,279285,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2039,2020,280904,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2040,2016,2007882,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2041,2017,2064812,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2042,2018,2119275,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2043,2019,2172578,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2044,2020,2225728,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2045,2016,2149134,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2046,2017,2213900,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2047,2018,2280092,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2048,2019,2347696,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2049,2020,2416664,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2050,2016,3727505,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2051,2017,3728004,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2052,2018,3726549,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2053,2019,3720161,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2054,2020,3714000,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2055,2016,82348669,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2056,2017,82657002,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2057,2018,82905782,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2058,2019,83092962,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2059,2020,83240525,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2060,2016,28481947,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2061,2017,29121464,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2062,2018,29767108,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2063,2019,30417858,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2064,2020,31072945,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2065,2016,33738,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2066,2017,33723,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2067,2018,33715,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2068,2019,33706,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2069,2020,33691,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2070,2016,10775971,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2071,2017,10754679,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2072,2018,10732882,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2073,2019,10721582,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2074,2020,10715549,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2075,2016,56186,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2076,2017,56172,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2077,2018,56023,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2078,2019,56225,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2079,2020,56367,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2080,2016,110263,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2081,2017,110874,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2082,2018,111449,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2083,2019,112002,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2084,2020,112519,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2085,2016,162948,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2086,2017,164281,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2087,2018,165770,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2088,2019,167295,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2089,2020,168783,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2090,2016,15827690,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2091,2017,16087418,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2092,2018,16346950,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2093,2019,16604026,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2094,2020,16858333,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2095,2016,11738434,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2096,2017,12067516,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2097,2018,12414292,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2098,2019,12771246,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2099,2020,13132792,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2100,2016,1782434,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2101,2017,1828146,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2102,2018,1874304,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2103,2019,1920917,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2104,2020,1967998,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2105,2016,771363,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2106,2017,775218,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2107,2018,779007,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2108,2019,782775,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2109,2020,786559,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2110,2016,10839976,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2111,2017,10982367,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2112,2018,11123183,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2113,2019,11263079,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2114,2020,11402533,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2115,2016,9270794,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2116,2017,9429016,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2117,2018,9587523,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2118,2019,9746115,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2119,2020,9904608,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2120,2016,7336600,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2121,2017,7391700,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2122,2018,7451000,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2123,2019,7507400,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2124,2020,7481800,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2125,2016,9814023,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2126,2017,9787966,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2127,2018,9775564,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2128,2019,9771141,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2129,2020,9749763,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2130,2016,335439,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2131,2017,343400,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2132,2018,352721,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2133,2019,360563,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2134,2020,366425,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2135,2016,1324517250,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2136,2017,1338676779,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2137,2018,1352642283,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2138,2019,1366417756,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2139,2020,1380004385,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2140,2016,261556386,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2141,2017,264650969,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2142,2018,267670549,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2143,2019,270625567,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2144,2020,273523621,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2145,2016,79563991,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2146,2017,80673888,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2147,2018,81800204,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2148,2019,82913893,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2149,2020,83992953,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2150,2016,36610632,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2151,2017,37552789,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2152,2018,38433604,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2153,2019,39309789,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2154,2020,40222503,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2155,2016,4755335,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2156,2017,4807388,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2157,2018,4867316,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2158,2019,4934340,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2159,2020,4994724,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2160,2016,83296,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2161,2017,83610,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2162,2018,84073,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2163,2019,84589,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2164,2020,85032,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2165,2016,8546000,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2166,2017,8713300,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2167,2018,8882800,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2168,2019,9054000,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2169,2020,9216900,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2170,2016,60627498,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2171,2017,60536709,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2172,2018,60421760,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2173,2019,59729081,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2174,2020,59554023,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2175,2016,2906242,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2176,2017,2920848,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2177,2018,2934853,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2178,2019,2948277,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2179,2020,2961161,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2180,2016,126994511,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2181,2017,126785797,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2182,2018,126529100,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2183,2019,126264931,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2184,2020,125836021,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2185,2016,9554286,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2186,2017,9785840,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2187,2018,9965322,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2188,2019,10101697,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2189,2020,10203140,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2190,2016,17794055,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2191,2017,18037776,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2192,2018,18276452,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2193,2019,18513673,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2194,2020,18754440,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2195,2016,49051531,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2196,2017,50221146,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2197,2018,51392570,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2198,2019,52573967,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2199,2020,53771300,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2200,2016,112529,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2201,2017,114153,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2202,2018,115842,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2203,2019,117608,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2204,2020,119446,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2205,2016,25307665,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2206,2017,25429816,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2207,2018,25549606,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2208,2019,25666158,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2209,2020,25778815,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2210,2016,51217803,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2211,2017,51361911,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2212,2018,51606633,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2213,2019,51709098,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2214,2020,51780579,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2215,2016,1777557,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2216,2017,1791003,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2217,2018,1797085,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2218,2019,1788878,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2219,2020,1775378,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2220,2016,3956862,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2221,2017,4056102,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2222,2018,4137314,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2223,2019,4207077,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2224,2020,4270563,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2225,2016,6079500,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2226,2017,6198200,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2227,2018,6322800,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2228,2019,6456200,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2229,2020,6591600,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2230,2016,6845848,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2231,2017,6953031,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2232,2018,7061498,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2233,2019,7169456,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2234,2020,7275556,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2235,2016,1959537,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2236,2017,1942248,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2237,2018,1927174,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2238,2019,1913822,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2239,2020,1901548,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2240,2016,6714281,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2241,2017,6819373,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2242,2018,6859408,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2243,2019,6855709,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2244,2020,6825442,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2245,2016,2075041,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2246,2017,2091532,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2247,2018,2108327,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2248,2019,2125267,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2249,2020,2142252,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2250,2016,4586788,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2251,2017,4702224,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2252,2018,4818976,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2253,2019,4937374,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2254,2020,5057677,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2255,2016,6492160,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2256,2017,6580723,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2257,2018,6678565,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2258,2019,6777453,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2259,2020,6871287,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2260,2016,37655,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2261,2017,37805,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2262,2018,37918,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2263,2019,38020,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2264,2020,38137,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2265,2016,2868231,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2266,2017,2828403,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
